layer,head,rho,ln_nstar,censored,res_gauss,res_k3,res_exact,res_gaussN,G-s2/2,k3/6,GN-s2/2,s2,freeze,sink,filler
1,15,high,3.2488095665459213,False,-0.31062388937404384,-0.2643942277430056,-0.3396085350294231,-0.3821117371682896,-0.028984645655379178,0.046229661631037824,-0.07148784779424593,1.6746625807330124,0.2577348019991035,3.720355175032373e-06,0.1100184799199583
1,15,low,3.7160304290093733,False,-0.1457894883428863,0.06230068705134295,-0.0023971995057734397,-0.21513308855723157,0.1433922888371128,0.20809017539422942,-0.0693436002143449,2.0946720864899824,0.28184269834523185,1.2682550240817263e-05,0.061563888058036975
1,15,mid,3.776307855217607,False,-0.05028933379734957,-0.06553764269388296,-0.027701326420588757,-0.09334199141146993,0.022588007376761084,-0.015248308896533516,-0.04305265761412004,1.7437819202527083,0.23088450241727235,1.839410655394872e-05,0.07421493139570992
3,11,high,3.9565233931326715,False,0.038531903245070165,0.03709035294374052,-0.11189439815563107,-0.02152865230361689,-0.15042630140070057,-0.0014415503013293588,-0.060060555548687,2.0867286494855697,0.2637073564518157,0.014102011161418047,0.02699428640987252
3,11,low,4.022168447491627,False,-0.09232144164581335,-0.02036011087255485,-0.06612573605260952,-0.17609015225630564,0.02619570559320386,0.07196133077325838,-0.0837687106104926,2.6614601945169905,0.3308489225726953,0.022246851785787808,0.10429083831780175
3,11,mid,4.13470144687457,False,0.09656551876310449,0.06865587416553076,0.07998954817436488,0.0373890433821753,-0.016575970588738748,-0.02790964459757344,-0.059176475380928455,2.6013217550267385,0.31457189696163956,0.006445315300779625,0.02690132561917594
6,6,high,3.8474753025962585,False,0.4088537843044455,0.09764461276722791,0.05646499918552372,0.13845746610418663,-0.3523887851189219,-0.3112091715372175,-0.2703963182002589,4.730291144848738,0.61472664186522,3.263285310717942e-05,0.0022709671858466007
6,6,low,3.26471100206336,False,0.779377344973367,0.6003246764783445,0.32763570202844816,0.4109031592061463,-0.4517416429449188,-0.1790526684950231,-0.36847418576722096,4.601011206367582,0.7046582689033816,0.0002965017696674913,0.022687805229215152
6,6,mid,2.7043143715181013,False,0.8746943732358632,0.7161166492559328,0.4318552448269313,0.598153688466017,-0.4428391284089317,-0.1585777239799305,-0.27654068476984656,3.1886391263710396,0.5895466813980389,0.0005253526104932234,0.014152716946540167
11,10,high,0.0,True,2.6331443786621094,2.6331443786621094,2.6331443786621094,2.6331443786621094,0.0,0.0,0.0,0.0,,0.500663697719574,0.233573779463768
11,10,low,0.8581689406415819,False,3.280176099862517,4.925740570215826,0.3137378531066076,-0.25332207404406193,-2.9664382467559096,1.6455644703533099,-3.5334981739065787,10.4309611915963,6.077452059613072,0.48298190529579793,0.25395037132729326
11,10,mid,0.3394432684837379,False,0.4903205757043368,0.48346951841283353,-0.010215000601719149,-0.08179750004498304,-0.5005355763060559,-0.006851057291503268,-0.5721180757493197,1.9179764385142837,2.8251796641626,0.5231915796175055,0.2880532614676381
11,13,high,0.0,True,0.33403968811035156,0.33403968811035156,0.33403968811035156,0.33403968811035156,0.0,0.0,0.0,0.0,,0.07250398397445679,0.06126914173364639
11,13,low,1.2862312082420895,False,0.19121574073566872,0.19209695337060473,-0.2593399660576974,-0.20390749033149835,-0.4505557067933661,0.0008812126349359234,-0.3951232310671671,1.851213526912943,0.7196270449085989,0.04653539570755425,0.05667443476247152
11,13,mid,0.8444525431168731,False,0.04492333796491754,0.03947896712196275,-0.24161086837263135,-0.23942070343318822,-0.2865342063375489,-0.00544437084295482,-0.28434404139810576,1.3263288784645415,0.7853187779913976,0.06564645422816984,0.18341939966773943
13,6,high,3.511435156702575,False,0.6903475314650964,0.5093313827935253,-0.14050533762013462,0.39196819399599736,-0.8308528690852308,-0.18101614867157081,-0.29837933746909884,4.582327756111234,0.652486455198319,0.000993341654756119,0.01786326184591334
13,6,low,2.9508078460284,False,0.07097225116698569,-0.11340060146717246,-0.12848128044448615,-0.05034451269231921,-0.1994535316114721,-0.1843728526341586,-0.1213167638593051,2.1832629320531076,0.3699432572323611,0.0012110790529496446,0.07068207723943046
13,6,mid,0.6491123765595816,False,0.0792853487939641,0.07501838267280614,-0.017970806452111576,-0.049621130115388046,-0.09725615524607562,-0.004266966121158034,-0.12890647890935214,0.5967746708310652,0.459685173462632,0.02303818405273334,0.33660724127199165
14,15,high,0.0,True,0.46874046325683594,0.46874046325683594,0.46874046325683594,0.46874046325683594,0.0,0.0,0.0,0.0,,0.09646182507276535,0.04416363686323166
14,15,low,2.24733047257975,False,-0.40320737372181936,-0.4302658376033368,-0.6543477453937481,-0.6482238771779878,-0.2511403716719288,-0.02705846388151778,-0.2450165034561689,2.2993812939406735,0.5115805890579976,0.11380157154483282,0.0356654936040296
14,15,mid,0.8224568972546978,False,0.26853337425013757,0.26414163157419857,-0.09071196453713581,-0.05559848744180507,-0.3592453387872731,-0.004391742675938975,-0.32413186169194264,1.3992665913833968,0.8506625672749832,0.0941280059786174,0.10579084636095709
19,5,high,4.35836109867206,False,0.410648500431102,0.1321834660844976,0.04344801515300922,0.22381411718723854,-0.36720048527809285,-0.2784650343466046,-0.1868343832438638,4.39201108810171,0.5038603948442801,0.1866455136922297,0.006497309341501108
19,5,low,2.9872957370037017,False,0.22147941703027785,-0.16174498613672617,-0.35785368212999114,-0.09962795991848905,-0.5793330991602694,-0.3832244031670041,-0.3211073769487669,3.568927769824364,0.5973509294068166,0.03906278220353343,0.055203936374118016
19,5,mid,1.5473958476112752,False,0.4585002139924885,0.24091314074641845,-0.20082003706481322,0.059046984832972216,-0.6593202510573016,-0.21758707324607016,-0.3994532291595162,2.4306712487128594,0.785407060664245,0.010922590894825935,0.09982902150142613
